Country,City,LaundryID,TenantID,Service,Item,StartDate,EndDate,DeliveryDate,Fee,Water_Litres,Electricity_kWh,IsHoliday,DayOfWeek,IsWeekend
Pakistan,Karachi,L4,T34,Press,Curtain,2025-04-05,2025-04-07,2025-04-08,17.62,,1.89,0,5,1
Pakistan,Islamabad,L6,T7,Press,Uniform,2025-04-05,2025-04-06,2025-04-07,84.59,,1.63,0,5,1
Pakistan,Islamabad,L3,T5,Press,Towel,2025-04-05,2025-04-07,2025-04-09,36.35,,2.06,0,5,1
USA,Chicago,L2,T3,Wash,Curtain,2025-04-05,2025-04-08,2025-04-10,55.4,277.0,3.7,0,5,1
Pakistan,Karachi,L9,T4,Wash,Uniform,2025-04-05,2025-04-08,2025-04-09,61.22,171.0,2.53,0,5,1
Pakistan,Lahore,L3,T84,Wash,Curtain,2025-04-05,2025-04-07,2025-04-09,15.8,167.0,1.75,0,5,1
USA,Los Angeles,L4,T41,Wash,Towel,2025-04-05,2025-04-08,2025-04-10,95.25,141.0,1.65,0,5,1
Pakistan,Islamabad,L5,T55,Wash,Towel,2025-04-05,2025-04-07,2025-04-09,75.68,292.0,4.69,0,5,1
USA,New York,L4,T18,Dry-clean,Towel,2025-04-05,2025-04-08,2025-04-09,10.84,104.0,1.54,0,5,1
UK,Birmingham,L2,T28,Wash,Bedsheet,2025-04-05,2025-04-06,2025-04-07,29.75,164.0,2.63,0,5,1
UK,London,L2,T86,Rent-Laundry,Curtain,2025-04-05,2025-04-07,2025-04-08,49.38,,,0,5,1
UK,London,L8,T79,Press,Uniform,2025-04-05,2025-04-06,2025-04-07,25.62,,3.57,0,5,1
USA,New York,L2,T23,Rent-Laundry,Tablecloth,2025-04-05,2025-04-08,2025-04-10,83.45,,,0,5,1
USA,New York,L1,T28,Wash,Towel,2025-04-05,2025-04-06,2025-04-07,58.62,217.0,1.27,0,5,1
Pakistan,Islamabad,L1,T12,Dry-clean,Towel,2025-04-05,2025-04-06,2025-04-07,36.34,195.0,1.23,0,5,1
Pakistan,Karachi,L5,T85,Press,Curtain,2025-04-05,2025-04-08,2025-04-09,84.85,,2.91,0,5,1
Pakistan,Islamabad,L8,T42,Press,Curtain,2025-04-05,2025-04-06,2025-04-07,93.31,,1.2,0,5,1
UK,Birmingham,L9,T30,Dry-clean,Curtain,2025-04-05,2025-04-06,2025-04-08,66.6,186.0,3.02,0,5,1
USA,New York,L3,T41,Dry-clean,Tablecloth,2025-04-05,2025-04-08,2025-04-10,44.67,294.0,3.14,0,5,1
Pakistan,Karachi,L9,T93,Press,Towel,2025-04-05,2025-04-07,2025-04-08,66.45,,2.81,0,5,1
USA,New York,L2,T17,Wash,Bedsheet,2025-04-05,2025-04-06,2025-04-08,96.94,110.0,1.94,0,5,1
UK,Birmingham,L9,T54,Press,Tablecloth,2025-04-05,2025-04-06,2025-04-07,50.9,,1.2,0,5,1
UK,Manchester,L1,T81,Rent-Laundry,Tablecloth,2025-04-05,2025-04-06,2025-04-08,19.32,,,0,5,1
Pakistan,Islamabad,L5,T89,Wash,Tablecloth,2025-04-05,2025-04-07,2025-04-08,54.46,144.0,1.7,0,5,1
UK,Manchester,L5,T32,Wash,Curtain,2025-04-05,2025-04-06,2025-04-07,11.93,174.0,1.6,0,5,1
USA,Los Angeles,L3,T49,Press,Uniform,2025-04-05,2025-04-08,2025-04-10,86.5,,1.77,0,5,1
USA,Chicago,L1,T89,Dry-clean,Towel,2025-04-05,2025-04-06,2025-04-08,36.5,213.0,4.51,0,5,1
USA,Los Angeles,L9,T67,Dry-clean,Tablecloth,2025-04-05,2025-04-08,2025-04-10,11.06,218.0,1.08,0,5,1
USA,New York,L6,T79,Press,Tablecloth,2025-04-05,2025-04-08,2025-04-10,16.42,,4.06,0,5,1
UK,London,L8,T64,Wash,Towel,2025-04-05,2025-04-07,2025-04-09,67.12,153.0,1.64,0,5,1
Pakistan,Islamabad,L6,T54,Wash,Towel,2025-04-05,2025-04-07,2025-04-09,52.67,143.0,1.64,0,5,1
UK,Birmingham,L3,T3,Dry-clean,Curtain,2025-04-06,2025-04-08,2025-04-09,22.76,254.0,1.54,0,6,1
Pakistan,Karachi,L10,T93,Rent-Laundry,Towel,2025-04-06,2025-04-09,2025-04-11,20.53,,,0,6,1
UK,Manchester,L4,T6,Wash,Uniform,2025-04-06,2025-04-08,2025-04-10,30.93,162.0,2.85,0,6,1
Pakistan,Lahore,L7,T23,Press,Uniform,2025-04-06,2025-04-09,2025-04-10,13.85,,2.51,0,6,1
UK,Birmingham,L5,T80,Dry-clean,Tablecloth,2025-04-06,2025-04-08,2025-04-09,27.51,285.0,1.43,0,6,1
Pakistan,Islamabad,L1,T6,Wash,Tablecloth,2025-04-06,2025-04-07,2025-04-08,15.78,264.0,1.33,0,6,1
USA,New York,L3,T10,Wash,Uniform,2025-04-06,2025-04-09,2025-04-10,74.01,237.0,1.61,0,6,1
UK,Birmingham,L7,T69,Dry-clean,Curtain,2025-04-06,2025-04-08,2025-04-09,19.36,249.0,1.44,0,6,1
UK,Manchester,L9,T69,Wash,Uniform,2025-04-06,2025-04-08,2025-04-09,85.35,272.0,1.0,0,6,1
UK,London,L10,T65,Rent-Laundry,Curtain,2025-04-06,2025-04-08,2025-04-10,32.01,,,0,6,1
UK,Birmingham,L6,T100,Press,Curtain,2025-04-06,2025-04-09,2025-04-11,35.36,,4.48,0,6,1
Pakistan,Karachi,L2,T77,Dry-clean,Towel,2025-04-06,2025-04-07,2025-04-09,69.27,128.0,3.44,0,6,1
Pakistan,Karachi,L3,T23,Wash,Towel,2025-04-06,2025-04-07,2025-04-09,72.12,111.0,2.14,0,6,1
Pakistan,Karachi,L9,T28,Press,Bedsheet,2025-04-06,2025-04-08,2025-04-10,94.39,,4.67,0,6,1
Pakistan,Islamabad,L2,T12,Dry-clean,Tablecloth,2025-04-06,2025-04-08,2025-04-09,84.28,204.0,3.35,0,6,1
Pakistan,Islamabad,L5,T74,Press,Bedsheet,2025-04-06,2025-04-09,2025-04-10,56.23,,1.8,0,6,1
Pakistan,Islamabad,L1,T8,Wash,Curtain,2025-04-06,2025-04-08,2025-04-10,11.88,276.0,3.98,0,6,1
Pakistan,Lahore,L1,T1,Wash,Towel,2025-04-06,2025-04-09,2025-04-10,58.53,149.0,3.18,0,6,1
USA,New York,L1,T42,Press,Uniform,2025-04-06,2025-04-07,2025-04-09,31.98,,3.12,0,6,1
USA,Chicago,L1,T46,Dry-clean,Towel,2025-04-07,2025-04-09,2025-04-10,69.4,244.0,4.07,0,0,0
USA,New York,L8,T51,Dry-clean,Curtain,2025-04-07,2025-04-08,2025-04-10,78.07,162.0,4.43,0,0,0
USA,Chicago,L4,T65,Press,Curtain,2025-04-07,2025-04-10,2025-04-11,29.3,,2.93,0,0,0
Pakistan,Lahore,L9,T44,Press,Tablecloth,2025-04-07,2025-04-09,2025-04-10,45.79,,1.42,0,0,0
UK,Birmingham,L5,T100,Wash,Bedsheet,2025-04-07,2025-04-08,2025-04-09,69.74,140.0,1.8,0,0,0
USA,Chicago,L10,T20,Wash,Tablecloth,2025-04-07,2025-04-10,2025-04-11,41.44,147.0,2.84,0,0,0
Pakistan,Islamabad,L2,T68,Dry-clean,Bedsheet,2025-04-07,2025-04-09,2025-04-11,54.37,124.0,3.6,0,0,0
UK,Birmingham,L6,T75,Wash,Tablecloth,2025-04-07,2025-04-10,2025-04-11,87.07,168.0,1.99,0,0,0
USA,Chicago,L3,T60,Press,Curtain,2025-04-07,2025-04-08,2025-04-10,92.64,,3.78,0,0,0
UK,Birmingham,L7,T75,Press,Towel,2025-04-07,2025-04-10,2025-04-12,41.49,,2.99,0,0,0
Pakistan,Islamabad,L1,T92,Press,Towel,2025-04-07,2025-04-10,2025-04-12,43.92,,3.78,0,0,0
UK,Birmingham,L7,T98,Wash,Uniform,2025-04-07,2025-04-10,2025-04-11,22.45,214.0,1.82,0,0,0
Pakistan,Islamabad,L10,T73,Press,Towel,2025-04-07,2025-04-09,2025-04-11,30.12,,2.09,0,0,0
UK,Birmingham,L1,T98,Dry-clean,Uniform,2025-04-07,2025-04-08,2025-04-09,50.05,260.0,2.9,0,0,0
Pakistan,Karachi,L7,T76,Rent-Laundry,Uniform,2025-04-07,2025-04-08,2025-04-10,61.67,,,0,0,0
UK,Manchester,L1,T72,Wash,Tablecloth,2025-04-07,2025-04-09,2025-04-11,71.74,227.0,2.02,0,0,0
UK,Birmingham,L10,T74,Wash,Uniform,2025-04-07,2025-04-08,2025-04-09,82.25,229.0,4.39,0,0,0
USA,Los Angeles,L8,T32,Wash,Curtain,2025-04-07,2025-04-10,2025-04-12,28.56,287.0,3.33,0,0,0
Pakistan,Lahore,L7,T38,Press,Tablecloth,2025-04-07,2025-04-08,2025-04-10,36.1,,1.04,0,0,0
Pakistan,Lahore,L9,T51,Press,Uniform,2025-04-07,2025-04-08,2025-04-09,85.21,,4.95,0,0,0
USA,Los Angeles,L3,T59,Wash,Curtain,2025-04-07,2025-04-09,2025-04-10,11.63,239.0,1.72,0,0,0
Pakistan,Karachi,L6,T67,Wash,Towel,2025-04-07,2025-04-08,2025-04-09,88.74,110.0,2.32,0,0,0
UK,Birmingham,L9,T71,Wash,Tablecloth,2025-04-07,2025-04-10,2025-04-12,33.57,290.0,4.98,0,0,0
Pakistan,Karachi,L7,T31,Wash,Curtain,2025-04-07,2025-04-09,2025-04-10,14.25,154.0,1.18,0,0,0
UK,Birmingham,L7,T98,Press,Bedsheet,2025-04-07,2025-04-10,2025-04-12,68.05,,1.07,0,0,0
UK,Manchester,L5,T13,Dry-clean,Tablecloth,2025-04-08,2025-04-09,2025-04-11,98.09,270.0,4.38,0,1,0
UK,Manchester,L8,T73,Wash,Curtain,2025-04-08,2025-04-11,2025-04-12,68.83,235.0,2.89,0,1,0
UK,Birmingham,L1,T4,Wash,Towel,2025-04-08,2025-04-10,2025-04-12,89.97,131.0,1.19,0,1,0
UK,Manchester,L5,T33,Wash,Tablecloth,2025-04-08,2025-04-09,2025-04-11,53.56,270.0,2.37,0,1,0
UK,Birmingham,L7,T48,Wash,Bedsheet,2025-04-08,2025-04-10,2025-04-11,80.87,132.0,1.47,0,1,0
UK,Birmingham,L10,T56,Press,Towel,2025-04-08,2025-04-10,2025-04-12,79.13,,1.74,0,1,0
USA,New York,L10,T2,Wash,Towel,2025-04-08,2025-04-11,2025-04-13,49.56,107.0,2.03,0,1,0
UK,Manchester,L7,T39,Dry-clean,Uniform,2025-04-08,2025-04-10,2025-04-11,64.07,183.0,1.68,0,1,0
USA,Chicago,L4,T41,Wash,Bedsheet,2025-04-08,2025-04-09,2025-04-11,39.97,189.0,1.87,0,1,0
USA,Chicago,L10,T8,Wash,Towel,2025-04-08,2025-04-10,2025-04-11,69.26,123.0,4.72,0,1,0
USA,Chicago,L8,T31,Rent-Laundry,Towel,2025-04-08,2025-04-11,2025-04-13,54.52,,,0,1,0
UK,Manchester,L9,T83,Dry-clean,Towel,2025-04-08,2025-04-11,2025-04-13,60.01,282.0,3.7,0,1,0
Pakistan,Karachi,L3,T24,Dry-clean,Uniform,2025-04-08,2025-04-09,2025-04-11,22.59,180.0,1.41,0,1,0
USA,Chicago,L6,T63,Wash,Bedsheet,2025-04-08,2025-04-10,2025-04-11,14.93,113.0,3.12,0,1,0
Pakistan,Lahore,L6,T40,Dry-clean,Uniform,2025-04-08,2025-04-10,2025-04-12,37.65,220.0,1.92,0,1,0
UK,Birmingham,L4,T46,Press,Uniform,2025-04-08,2025-04-10,2025-04-12,20.09,,4.16,0,1,0
UK,London,L6,T75,Wash,Tablecloth,2025-04-08,2025-04-10,2025-04-11,33.4,254.0,1.81,0,1,0
UK,London,L8,T66,Dry-clean,Towel,2025-04-08,2025-04-09,2025-04-10,57.69,207.0,1.33,0,1,0
USA,Chicago,L4,T31,Press,Tablecloth,2025-04-08,2025-04-11,2025-04-12,48.44,,1.15,0,1,0
UK,Birmingham,L9,T23,Press,Tablecloth,2025-04-08,2025-04-09,2025-04-11,81.5,,2.92,0,1,0
UK,London,L1,T37,Press,Curtain,2025-04-08,2025-04-09,2025-04-11,71.58,,2.25,0,1,0
USA,Los Angeles,L5,T53,Wash,Towel,2025-04-08,2025-04-10,2025-04-11,53.44,300.0,3.05,0,1,0
USA,Chicago,L10,T14,Wash,Curtain,2025-04-08,2025-04-09,2025-04-11,35.13,197.0,2.99,0,1,0
Pakistan,Karachi,L8,T96,Wash,Towel,2025-04-08,2025-04-11,2025-04-13,63.0,116.0,4.95,0,1,0
USA,New York,L7,T18,Dry-clean,Tablecloth,2025-04-08,2025-04-10,2025-04-12,66.62,210.0,2.05,0,1,0
UK,London,L10,T76,Dry-clean,Bedsheet,2025-04-09,2025-04-12,2025-04-13,20.09,236.0,3.38,0,2,0
UK,Manchester,L4,T74,Wash,Towel,2025-04-09,2025-04-12,2025-04-14,24.74,280.0,1.34,0,2,0
Pakistan,Karachi,L9,T38,Rent-Laundry,Towel,2025-04-09,2025-04-12,2025-04-14,45.09,,,0,2,0
Pakistan,Islamabad,L9,T39,Press,Tablecloth,2025-04-09,2025-04-12,2025-04-14,62.46,,2.75,0,2,0
Pakistan,Karachi,L8,T43,Press,Tablecloth,2025-04-09,2025-04-11,2025-04-12,95.09,,3.97,0,2,0
Pakistan,Lahore,L3,T19,Wash,Tablecloth,2025-04-09,2025-04-11,2025-04-12,83.8,176.0,3.12,0,2,0
USA,Chicago,L10,T58,Press,Curtain,2025-04-09,2025-04-10,2025-04-12,77.56,,3.12,0,2,0
UK,Manchester,L2,T35,Press,Towel,2025-04-09,2025-04-11,2025-04-13,78.45,,1.64,0,2,0
UK,Birmingham,L2,T11,Wash,Towel,2025-04-09,2025-04-12,2025-04-13,28.89,228.0,2.37,0,2,0
UK,Birmingham,L2,T100,Wash,Towel,2025-04-09,2025-04-12,2025-04-14,85.09,120.0,2.1,0,2,0
UK,Birmingham,L1,T3,Press,Tablecloth,2025-04-09,2025-04-12,2025-04-13,85.01,,2.78,0,2,0
Pakistan,Lahore,L6,T41,Wash,Curtain,2025-04-09,2025-04-11,2025-04-12,29.89,195.0,1.36,0,2,0
Pakistan,Karachi,L9,T69,Press,Curtain,2025-04-09,2025-04-12,2025-04-13,79.19,,3.68,0,2,0
USA,New York,L7,T3,Press,Bedsheet,2025-04-09,2025-04-10,2025-04-11,80.85,,1.32,0,2,0
USA,Chicago,L3,T74,Rent-Laundry,Uniform,2025-04-09,2025-04-10,2025-04-12,41.46,,,0,2,0
USA,Chicago,L7,T6,Dry-clean,Tablecloth,2025-04-09,2025-04-11,2025-04-12,87.0,283.0,1.49,0,2,0
UK,Manchester,L1,T18,Wash,Curtain,2025-04-09,2025-04-10,2025-04-12,16.27,187.0,4.73,0,2,0
Pakistan,Karachi,L4,T49,Press,Towel,2025-04-09,2025-04-11,2025-04-12,29.53,,2.39,0,2,0
Pakistan,Islamabad,L7,T73,Wash,Uniform,2025-04-09,2025-04-10,2025-04-11,73.39,260.0,2.34,0,2,0
UK,Manchester,L2,T47,Press,Uniform,2025-04-09,2025-04-11,2025-04-12,17.74,,2.34,0,2,0
UK,Manchester,L4,T75,Dry-clean,Towel,2025-04-09,2025-04-11,2025-04-13,81.09,129.0,1.41,0,2,0
UK,London,L7,T87,Press,Towel,2025-04-09,2025-04-12,2025-04-13,52.44,,1.73,0,2,0
USA,New York,L9,T77,Dry-clean,Curtain,2025-04-09,2025-04-11,2025-04-12,40.88,163.0,2.18,0,2,0
Pakistan,Lahore,L7,T33,Wash,Curtain,2025-04-09,2025-04-10,2025-04-11,90.4,259.0,5.0,0,2,0
UK,Manchester,L4,T43,Dry-clean,Uniform,2025-04-09,2025-04-11,2025-04-13,13.86,195.0,4.85,0,2,0
USA,New York,L9,T70,Wash,Curtain,2025-04-10,2025-04-11,2025-04-12,33.77,224.0,2.68,0,3,0
UK,London,L9,T14,Wash,Uniform,2025-04-10,2025-04-13,2025-04-15,50.8,235.0,4.02,0,3,0
USA,Chicago,L6,T28,Rent-Laundry,Tablecloth,2025-04-10,2025-04-12,2025-04-13,47.66,,,0,3,0
UK,Manchester,L10,T81,Rent-Laundry,Bedsheet,2025-04-10,2025-04-13,2025-04-14,25.58,,,0,3,0
Pakistan,Karachi,L10,T66,Dry-clean,Uniform,2025-04-10,2025-04-12,2025-04-14,20.07,280.0,1.95,0,3,0
UK,Birmingham,L8,T18,Press,Bedsheet,2025-04-10,2025-04-12,2025-04-14,89.94,,1.09,0,3,0
UK,Birmingham,L9,T16,Press,Curtain,2025-04-10,2025-04-12,2025-04-13,28.28,,4.79,0,3,0
Pakistan,Islamabad,L9,T9,Dry-clean,Towel,2025-04-10,2025-04-13,2025-04-15,49.89,291.0,2.44,0,3,0
Pakistan,Lahore,L4,T28,Dry-clean,Curtain,2025-04-10,2025-04-12,2025-04-13,84.65,124.0,1.93,0,3,0
USA,Chicago,L1,T80,Rent-Laundry,Uniform,2025-04-10,2025-04-11,2025-04-13,97.24,,,0,3,0
USA,Chicago,L3,T51,Wash,Uniform,2025-04-10,2025-04-11,2025-04-12,93.14,117.0,3.62,0,3,0
USA,New York,L2,T79,Wash,Uniform,2025-04-10,2025-04-12,2025-04-14,22.06,168.0,4.03,0,3,0
USA,New York,L1,T91,Press,Tablecloth,2025-04-10,2025-04-13,2025-04-15,18.97,,1.86,0,3,0
UK,Manchester,L4,T71,Press,Bedsheet,2025-04-10,2025-04-13,2025-04-15,74.31,,2.24,0,3,0
Pakistan,Lahore,L3,T97,Wash,Curtain,2025-04-10,2025-04-11,2025-04-13,23.59,199.0,4.93,0,3,0
Pakistan,Karachi,L4,T24,Wash,Bedsheet,2025-04-10,2025-04-12,2025-04-14,81.41,147.0,2.16,0,3,0
UK,Birmingham,L4,T23,Dry-clean,Bedsheet,2025-04-10,2025-04-13,2025-04-14,13.19,178.0,2.53,0,3,0
UK,London,L7,T28,Wash,Bedsheet,2025-04-10,2025-04-11,2025-04-13,50.38,267.0,1.68,0,3,0
USA,New York,L1,T77,Wash,Towel,2025-04-10,2025-04-12,2025-04-14,74.93,117.0,3.28,0,3,0
USA,Los Angeles,L9,T75,Wash,Uniform,2025-04-10,2025-04-12,2025-04-14,64.44,107.0,1.24,0,3,0
UK,London,L3,T43,Rent-Laundry,Tablecloth,2025-04-10,2025-04-11,2025-04-12,81.87,,,0,3,0
USA,Chicago,L8,T12,Wash,Bedsheet,2025-04-10,2025-04-13,2025-04-15,25.45,123.0,1.44,0,3,0
Pakistan,Karachi,L10,T6,Press,Curtain,2025-04-10,2025-04-11,2025-04-13,54.61,,1.74,0,3,0
USA,Los Angeles,L6,T91,Press,Curtain,2025-04-10,2025-04-11,2025-04-13,19.99,,1.67,0,3,0
USA,Los Angeles,L1,T59,Wash,Towel,2025-04-11,2025-04-13,2025-04-14,98.49,137.0,4.3,0,4,0
UK,Manchester,L3,T24,Wash,Bedsheet,2025-04-11,2025-04-14,2025-04-16,11.39,187.0,1.72,0,4,0
Pakistan,Karachi,L2,T19,Rent-Laundry,Bedsheet,2025-04-11,2025-04-14,2025-04-16,37.46,,,0,4,0
UK,Manchester,L3,T49,Press,Towel,2025-04-11,2025-04-14,2025-04-15,47.86,,3.5,0,4,0
UK,London,L4,T17,Dry-clean,Bedsheet,2025-04-11,2025-04-14,2025-04-16,64.24,176.0,3.88,0,4,0
USA,Chicago,L3,T35,Rent-Laundry,Uniform,2025-04-11,2025-04-14,2025-04-16,20.08,,,0,4,0
USA,New York,L2,T14,Dry-clean,Bedsheet,2025-04-11,2025-04-13,2025-04-14,25.37,210.0,3.16,0,4,0
UK,Birmingham,L5,T94,Press,Tablecloth,2025-04-11,2025-04-13,2025-04-15,53.11,,2.71,0,4,0
Pakistan,Islamabad,L7,T17,Wash,Curtain,2025-04-11,2025-04-12,2025-04-13,55.02,168.0,2.25,0,4,0
UK,London,L9,T96,Wash,Tablecloth,2025-04-11,2025-04-12,2025-04-13,61.47,225.0,2.17,0,4,0
Pakistan,Lahore,L2,T56,Wash,Bedsheet,2025-04-11,2025-04-13,2025-04-14,45.37,286.0,3.5,0,4,0
USA,Los Angeles,L4,T36,Dry-clean,Tablecloth,2025-04-11,2025-04-13,2025-04-15,50.41,110.0,3.02,0,4,0
USA,New York,L10,T68,Dry-clean,Uniform,2025-04-11,2025-04-13,2025-04-14,23.32,102.0,1.67,0,4,0
USA,New York,L8,T88,Rent-Laundry,Towel,2025-04-11,2025-04-12,2025-04-14,91.24,,,0,4,0
USA,New York,L4,T1,Wash,Bedsheet,2025-04-11,2025-04-14,2025-04-16,32.38,174.0,3.98,0,4,0
UK,Manchester,L4,T76,Wash,Bedsheet,2025-04-11,2025-04-12,2025-04-13,20.92,130.0,2.62,0,4,0
USA,New York,L10,T12,Wash,Towel,2025-04-11,2025-04-12,2025-04-13,71.7,151.0,4.74,0,4,0
Pakistan,Islamabad,L9,T99,Dry-clean,Curtain,2025-04-11,2025-04-14,2025-04-15,44.94,238.0,4.18,0,4,0
UK,Manchester,L9,T11,Rent-Laundry,Tablecloth,2025-04-11,2025-04-13,2025-04-15,100.0,,,0,4,0
UK,London,L1,T7,Wash,Tablecloth,2025-04-11,2025-04-14,2025-04-16,71.59,163.0,2.74,0,4,0
USA,Chicago,L4,T58,Wash,Bedsheet,2025-04-11,2025-04-14,2025-04-15,38.65,269.0,3.42,0,4,0
Pakistan,Karachi,L5,T43,Dry-clean,Tablecloth,2025-04-11,2025-04-13,2025-04-14,97.55,148.0,3.54,0,4,0
Pakistan,Lahore,L2,T47,Wash,Towel,2025-04-11,2025-04-13,2025-04-15,47.0,214.0,2.29,0,4,0
Pakistan,Islamabad,L10,T33,Wash,Uniform,2025-04-11,2025-04-13,2025-04-15,49.75,283.0,1.21,0,4,0
USA,Chicago,L3,T35,Press,Bedsheet,2025-04-11,2025-04-12,2025-04-13,71.98,,1.61,0,4,0
USA,Chicago,L4,T66,Dry-clean,Uniform,2025-04-11,2025-04-12,2025-04-13,96.49,200.0,1.56,0,4,0
Pakistan,Karachi,L9,T9,Dry-clean,Uniform,2025-04-11,2025-04-12,2025-04-14,30.47,191.0,3.55,0,4,0
USA,Los Angeles,L5,T21,Rent-Laundry,Towel,2025-04-11,2025-04-13,2025-04-15,11.57,,,0,4,0
UK,London,L3,T80,Wash,Tablecloth,2025-04-11,2025-04-12,2025-04-14,19.65,129.0,3.75,0,4,0
USA,Chicago,L3,T81,Rent-Laundry,Uniform,2025-04-11,2025-04-14,2025-04-15,35.82,,,0,4,0
UK,London,L1,T8,Dry-clean,Towel,2025-04-12,2025-04-13,2025-04-14,33.81,204.0,1.09,0,5,1
USA,New York,L9,T32,Dry-clean,Curtain,2025-04-12,2025-04-13,2025-04-14,18.08,290.0,4.63,0,5,1
USA,New York,L10,T95,Rent-Laundry,Curtain,2025-04-12,2025-04-13,2025-04-15,18.06,,,0,5,1
USA,Chicago,L5,T69,Press,Bedsheet,2025-04-12,2025-04-14,2025-04-16,49.17,,2.3,0,5,1
Pakistan,Karachi,L5,T49,Press,Uniform,2025-04-12,2025-04-15,2025-04-16,90.45,,4.91,0,5,1
UK,London,L5,T50,Press,Bedsheet,2025-04-12,2025-04-13,2025-04-14,39.96,,1.03,0,5,1
UK,Birmingham,L4,T94,Wash,Towel,2025-04-12,2025-04-14,2025-04-15,41.48,207.0,1.33,0,5,1
UK,Birmingham,L3,T21,Rent-Laundry,Bedsheet,2025-04-12,2025-04-15,2025-04-16,84.34,,,0,5,1
Pakistan,Lahore,L7,T58,Rent-Laundry,Tablecloth,2025-04-12,2025-04-14,2025-04-16,73.32,,,0,5,1
UK,Manchester,L7,T20,Press,Uniform,2025-04-12,2025-04-13,2025-04-15,89.55,,2.64,0,5,1
Pakistan,Karachi,L9,T35,Press,Uniform,2025-04-12,2025-04-14,2025-04-16,84.69,,3.65,0,5,1
Pakistan,Lahore,L4,T47,Wash,Curtain,2025-04-12,2025-04-13,2025-04-15,55.05,223.0,4.97,0,5,1
USA,New York,L4,T41,Press,Towel,2025-04-12,2025-04-14,2025-04-15,37.65,,2.68,0,5,1
Pakistan,Karachi,L9,T20,Rent-Laundry,Towel,2025-04-12,2025-04-13,2025-04-15,81.16,,,0,5,1
UK,Manchester,L10,T95,Press,Towel,2025-04-12,2025-04-14,2025-04-16,61.73,,1.69,0,5,1
UK,Birmingham,L5,T37,Press,Bedsheet,2025-04-12,2025-04-13,2025-04-14,70.35,,3.45,0,5,1
USA,Chicago,L9,T11,Dry-clean,Curtain,2025-04-12,2025-04-13,2025-04-14,87.15,209.0,1.93,0,5,1
USA,Los Angeles,L10,T37,Dry-clean,Tablecloth,2025-04-12,2025-04-13,2025-04-14,57.54,170.0,3.35,0,5,1
UK,Birmingham,L1,T52,Dry-clean,Bedsheet,2025-04-12,2025-04-14,2025-04-15,83.49,111.0,1.73,0,5,1
USA,Los Angeles,L5,T26,Press,Uniform,2025-04-12,2025-04-13,2025-04-14,32.24,,1.12,0,5,1
Pakistan,Karachi,L1,T40,Press,Tablecloth,2025-04-12,2025-04-14,2025-04-15,84.14,,1.96,0,5,1
USA,New York,L9,T50,Wash,Bedsheet,2025-04-12,2025-04-13,2025-04-14,15.62,278.0,1.81,0,5,1
Pakistan,Karachi,L9,T76,Press,Bedsheet,2025-04-12,2025-04-13,2025-04-14,82.68,,1.13,0,5,1
USA,New York,L5,T61,Press,Towel,2025-04-12,2025-04-13,2025-04-15,77.28,,3.36,0,5,1
UK,Birmingham,L9,T54,Wash,Bedsheet,2025-04-12,2025-04-15,2025-04-17,89.57,139.0,4.04,0,5,1
UK,Birmingham,L10,T97,Rent-Laundry,Tablecloth,2025-04-12,2025-04-14,2025-04-15,62.37,,,0,5,1
UK,Birmingham,L8,T68,Wash,Uniform,2025-04-12,2025-04-13,2025-04-14,16.93,212.0,2.36,0,5,1
UK,Birmingham,L3,T91,Wash,Curtain,2025-04-12,2025-04-13,2025-04-15,57.03,100.0,2.89,0,5,1
UK,Birmingham,L1,T92,Wash,Bedsheet,2025-04-12,2025-04-14,2025-04-15,48.41,241.0,3.76,0,5,1
USA,Chicago,L8,T20,Wash,Towel,2025-04-12,2025-04-15,2025-04-17,32.62,225.0,4.1,0,5,1
Pakistan,Lahore,L8,T44,Press,Bedsheet,2025-04-12,2025-04-14,2025-04-16,60.37,,1.42,0,5,1
USA,New York,L5,T71,Wash,Tablecloth,2025-04-12,2025-04-14,2025-04-16,51.9,228.0,1.13,0,5,1
USA,Chicago,L5,T86,Press,Towel,2025-04-13,2025-04-14,2025-04-15,88.87,,4.86,0,6,1
USA,New York,L7,T75,Wash,Curtain,2025-04-13,2025-04-16,2025-04-18,59.63,216.0,2.04,0,6,1
Pakistan,Karachi,L1,T50,Press,Uniform,2025-04-13,2025-04-14,2025-04-16,65.78,,1.47,0,6,1
Pakistan,Karachi,L3,T12,Wash,Bedsheet,2025-04-13,2025-04-15,2025-04-17,84.11,199.0,1.29,0,6,1
UK,London,L4,T26,Wash,Tablecloth,2025-04-13,2025-04-15,2025-04-16,35.39,154.0,3.81,0,6,1
Pakistan,Lahore,L10,T69,Press,Tablecloth,2025-04-13,2025-04-14,2025-04-16,58.76,,2.17,0,6,1
USA,New York,L1,T2,Wash,Bedsheet,2025-04-13,2025-04-16,2025-04-18,64.06,119.0,4.26,0,6,1
UK,London,L1,T19,Wash,Bedsheet,2025-04-13,2025-04-15,2025-04-17,74.77,295.0,4.23,0,6,1
Pakistan,Karachi,L5,T52,Press,Towel,2025-04-13,2025-04-14,2025-04-16,30.94,,3.2,0,6,1
USA,New York,L6,T3,Press,Uniform,2025-04-13,2025-04-15,2025-04-17,33.36,,4.97,0,6,1
UK,Birmingham,L10,T55,Press,Bedsheet,2025-04-13,2025-04-15,2025-04-17,32.21,,2.35,0,6,1
